Id,Rainfall,Temperature,Humidity,Water,Day,Mean,Date
4127,1233,19,13,680,7,795,12-May-17
4128,647,29,22,965,1,809,13-May-17
4129,1365,19,14,601,2,796,14-May-17
4130,534,27,16,958,3,809,15-May-17
4131,1304,19,18,522,4,793,16-May-17
4132,721,26,17,1013,5,801,17-May-17
4133,760,25,18,1043,6,806,18-May-17
4134,980,29,19,1045,7,810,19-May-17
4135,951,25,20,971,1,791,20-May-17
4136,547,28,19,952,2,807,21-May-17
4137,540,26,12,949,3,807,22-May-17
4138,1025,19,24,547,4,794,23-May-17
4139,1352,23,15,572,5,803,24-May-17
4140,939,33,17,1115,6,797,25-May-17
4141,640,25,19,1092,7,792,26-May-17
4142,1116,22,22,499,1,810,27-May-17
4143,524,28,19,963,2,807,28-May-17
4144,1439,23,23,484,3,808,29-May-17
4145,914,30,11,918,4,805,30-May-17
4146,1429,19,23,514,5,800,31-May-17
4147,880,30,21,1077,6,791,01-Jun-17
4148,751,34,18,1085,7,794,02-Jun-17
4149,669,27,25,925,1,797,03-Jun-17
4150,1305,21,18,547,2,803,04-Jun-17
4151,592,26,21,905,3,805,05-Jun-17
4152,794,32,13,979,4,795,06-Jun-17
4153,1344,23,19,609,5,790,07-Jun-17
4154,737,27,25,1030,6,804,08-Jun-17
4155,828,29,17,1160,7,807,09-Jun-17
4156,1451,23,15,517,1,808,10-Jun-17
4157,502,28,24,930,2,810,11-Jun-17
4158,1376,23,13,520,3,806,12-Jun-17
4159,1329,23,12,613,4,805,13-Jun-17
4160,689,26,23,909,5,795,14-Jun-17
4161,1226,19,17,728,6,790,15-Jun-17
4162,793,30,18,1095,7,793,16-Jun-17
4163,1111,21,13,546,1,794,17-Jun-17
4164,1384,21,13,580,2,799,18-Jun-17
4165,1263,21,20,497,3,808,19-Jun-17
4166,973,30,16,960,4,805,20-Jun-17
4167,596,26,24,957,5,793,21-Jun-17
4168,1225,19,22,648,6,806,22-Jun-17
4169,641,31,16,1173,7,807,23-Jun-17
4170,594,27,13,942,1,791,24-Jun-17
4171,1166,22,24,527,2,802,25-Jun-17
4172,1365,23,20,506,3,806,26-Jun-17
4173,1465,21,18,579,4,805,27-Jun-17
4174,924,34,13,917,5,809,28-Jun-17
4175,970,34,11,1106,6,793,29-Jun-17
4176,1157,20,18,717,7,796,30-Jun-17
4177,1014,20,16,604,1,803,01-Jul-17
4178,660,30,13,934,2,794,02-Jul-17
4179,1492,21,20,523,3,802,03-Jul-17
4180,1300,19,17,610,4,797,04-Jul-17
4181,1358,22,20,491,5,807,05-Jul-17
4182,1017,20,12,692,6,810,06-Jul-17
4183,702,27,15,1109,7,810,07-Jul-17
4184,846,32,13,923,1,800,08-Jul-17
4185,805,34,23,940,2,809,09-Jul-17
4186,1407,19,22,501,3,802,10-Jul-17
4187,629,34,12,962,4,807,11-Jul-17
4188,605,32,17,947,5,809,12-Jul-17
4189,1227,19,24,725,6,793,13-Jul-17
4190,845,30,23,1167,7,803,14-Jul-17
4191,1063,23,12,558,1,801,15-Jul-17
4192,1206,19,12,609,2,806,16-Jul-17
4193,1094,21,22,570,3,802,17-Jul-17
4194,783,26,10,990,4,794,18-Jul-17
4195,1184,23,20,502,5,810,19-Jul-17
4196,577,29,11,1104,6,810,20-Jul-17
4197,1131,19,20,681,7,807,21-Jul-17
4198,1197,19,20,559,1,803,22-Jul-17
4199,1384,20,17,599,2,795,23-Jul-17
4200,620,28,10,941,3,791,24-Jul-17
4201,1223,22,22,556,4,798,25-Jul-17
4202,924,28,18,997,5,792,26-Jul-17
4203,1428,19,21,650,6,802,27-Jul-17
4204,1276,20,10,763,7,802,28-Jul-17
4205,554,32,20,930,1,798,29-Jul-17
4206,821,27,18,967,2,810,30-Jul-17
4207,1019,20,12,572,3,810,31-Jul-17
4208,593,30,12,914,4,808,01-Aug-17
4209,752,28,23,936,5,806,02-Aug-17
4210,1355,23,21,690,6,796,03-Aug-17
4211,1495,19,11,651,7,810,04-Aug-17
4212,694,30,22,943,1,795,05-Aug-17
4213,1003,19,14,615,2,808,06-Aug-17
4214,1360,20,15,520,3,791,07-Aug-17
4215,1235,19,23,545,4,790,08-Aug-17
4216,618,28,21,911,5,798,09-Aug-17
4217,1330,19,12,752,6,808,10-Aug-17
4218,1413,22,10,711,7,800,11-Aug-17
4219,1416,23,19,546,1,803,12-Aug-17
4220,1217,19,16,524,2,801,13-Aug-17
4221,1216,21,11,531,3,798,14-Aug-17
4222,566,26,15,947,4,797,15-Aug-17
4223,1196,22,22,501,5,796,16-Aug-17
4224,819,30,16,1112,6,806,17-Aug-17
4225,656,27,10,1112,7,803,18-Aug-17
4226,1183,21,18,569,1,806,19-Aug-17
4227,502,25,18,940,2,800,20-Aug-17
4228,821,28,23,916,3,803,21-Aug-17
4229,636,26,18,941,4,802,22-Aug-17
4230,978,28,13,1000,5,799,23-Aug-17
4231,533,30,13,1132,6,807,24-Aug-17
4232,837,25,23,1083,7,807,25-Aug-17
4233,708,28,12,1010,1,795,26-Aug-17
4234,994,26,17,968,2,792,27-Aug-17
4235,947,34,23,913,3,806,28-Aug-17
4236,1254,21,12,599,4,794,29-Aug-17
4237,1401,23,14,583,5,804,30-Aug-17
4238,1222,21,18,780,6,794,31-Aug-17
4239,908,34,23,1031,7,799,01-Sep-17
4240,1182,22,22,548,1,802,02-Sep-17
4241,896,27,10,922,2,795,03-Sep-17
4242,726,27,25,941,3,791,04-Sep-17
4243,1173,23,23,536,4,792,05-Sep-17
4244,1499,20,15,566,5,796,06-Sep-17
4245,1184,21,25,670,6,800,07-Sep-17
4246,550,29,17,1052,7,806,08-Sep-17
4247,1263,23,22,496,1,791,09-Sep-17
4248,1008,21,24,538,2,805,10-Sep-17
4249,1446,19,15,588,3,799,11-Sep-17
4250,604,34,22,936,4,809,12-Sep-17
4251,962,28,16,1011,5,803,13-Sep-17
4252,700,27,25,1069,6,800,14-Sep-17
4253,637,25,23,1118,7,802,15-Sep-17
4254,831,31,17,941,1,796,16-Sep-17
4255,646,33,21,886,2,798,17-Sep-17
4256,593,32,24,904,3,798,18-Sep-17
4257,651,34,15,931,4,800,19-Sep-17
4258,1383,20,10,601,5,810,20-Sep-17
4259,1483,22,17,681,6,803,21-Sep-17
4260,1209,19,16,674,7,808,22-Sep-17
4261,1179,19,24,531,1,806,23-Sep-17
4262,1397,19,24,562,2,804,24-Sep-17
4263,690,28,24,889,3,802,25-Sep-17
4264,593,29,16,946,4,802,26-Sep-17
4265,1386,21,20,493,5,810,27-Sep-17
4266,922,31,10,1149,6,810,28-Sep-17
4267,1457,22,12,725,7,802,29-Sep-17
4268,822,27,17,972,1,790,30-Sep-17
4269,960,32,24,926,2,801,01-Oct-17
4270,1303,20,24,537,3,795,02-Oct-17
4271,777,26,23,907,4,791,03-Oct-17
4272,589,25,17,1109,6,796,04-Oct-17
4273,1403,20,10,798,7,795,05-Oct-17
4274,874,25,21,878,1,808,06-Oct-17
4275,700,32,10,952,2,801,07-Oct-17
4276,878,30,19,967,3,802,08-Oct-17
4277,1155,23,14,567,4,804,09-Oct-17
4278,787,33,11,931,5,806,10-Oct-17
4279,1001,19,19,703,6,790,11-Oct-17
4280,711,34,23,1098,7,799,12-Oct-17
4281,1288,23,17,601,1,805,13-Oct-17
4282,1259,23,14,567,2,796,14-Oct-17
4283,765,29,13,934,3,808,15-Oct-17
4284,1372,19,21,534,4,799,16-Oct-17
4285,991,28,16,996,5,794,17-Oct-17
4286,876,26,19,1035,6,794,18-Oct-17
4287,733,28,10,1118,7,792,19-Oct-17
4288,1294,23,23,556,1,801,20-Oct-17
4289,1290,20,10,608,2,806,21-Oct-17
4290,1418,23,10,608,3,800,22-Oct-17
4291,1045,21,11,575,4,808,23-Oct-17
4292,727,31,23,908,5,810,24-Oct-17
4293,1161,23,19,791,6,806,25-Oct-17
4294,957,32,24,1081,7,800,26-Oct-17
4295,753,31,23,884,1,804,27-Oct-17
4296,717,32,10,959,2,805,28-Oct-17
4297,1143,22,15,541,3,802,29-Oct-17
4298,815,33,12,923,4,801,30-Oct-17
4299,1270,19,22,548,5,804,31-Oct-17
4300,837,25,12,1163,6,802,01-Nov-17
4301,1351,23,24,704,7,790,02-Nov-17
4302,895,25,21,875,1,806,03-Nov-17
4303,1386,23,18,601,2,790,04-Nov-17
4304,514,28,23,966,3,809,05-Nov-17
4305,1216,22,24,527,4,800,06-Nov-17
4306,1429,22,10,512,5,798,07-Nov-17
4307,1243,20,25,686,6,796,08-Nov-17
4308,686,27,24,1008,7,790,09-Nov-17
4309,995,32,14,962,1,809,10-Nov-17
4310,656,26,16,962,2,810,11-Nov-17
4311,1070,19,22,482,3,808,12-Nov-17
4312,1068,22,14,551,4,794,13-Nov-17
4313,534,25,10,929,5,796,14-Nov-17
4314,550,25,14,1124,6,803,15-Nov-17
4315,643,30,19,1052,7,806,16-Nov-17
4316,1381,22,20,510,1,793,17-Nov-17
4317,1133,22,11,568,2,803,18-Nov-17
4318,1397,21,10,547,3,804,19-Nov-17
4319,1156,22,18,538,4,793,20-Nov-17
4320,1293,21,22,490,5,790,21-Nov-17
4321,1049,22,13,773,6,802,22-Nov-17
4322,1192,19,16,653,7,804,23-Nov-17
4323,814,30,17,973,1,800,24-Nov-17
4324,1379,19,14,593,2,805,25-Nov-17
4325,1092,20,20,548,3,797,26-Nov-17
4326,777,25,18,933,4,794,27-Nov-17
4327,1082,19,17,584,5,794,28-Nov-17
4328,520,26,22,1159,6,793,29-Nov-17
4329,592,28,10,1103,7,810,30-Nov-17
4330,501,29,17,982,1,810,01-Dec-17
4331,1246,21,18,599,2,810,02-Dec-17
4332,821,29,12,981,3,804,03-Dec-17
4333,647,31,18,988,4,801,04-Dec-17
4334,672,31,20,905,5,807,05-Dec-17
4335,1178,22,25,691,6,797,06-Dec-17
4336,637,33,19,1161,7,791,07-Dec-17
4337,1069,19,12,567,1,798,08-Dec-17
4338,546,34,18,936,2,791,09-Dec-17
4339,538,32,11,955,3,810,10-Dec-17
4340,1133,19,16,570,4,803,11-Dec-17
4341,557,31,25,942,5,794,12-Dec-17
4342,1332,23,10,698,6,803,13-Dec-17
4343,1233,21,14,792,7,798,14-Dec-17
4344,618,25,14,980,1,800,15-Dec-17
4345,1304,22,16,534,2,800,16-Dec-17
4346,883,26,20,895,3,804,17-Dec-17
4347,848,29,13,1018,4,795,18-Dec-17
4348,877,31,18,952,5,807,19-Dec-17
4349,1196,23,22,641,6,793,20-Dec-17
4350,896,32,10,1123,7,810,21-Dec-17
4351,1377,23,15,528,1,807,22-Dec-17
4352,1438,23,11,591,2,808,23-Dec-17
4353,1230,19,13,576,3,801,24-Dec-17
4354,1343,20,12,540,4,809,25-Dec-17
4355,728,26,13,1017,5,805,26-Dec-17
4356,1002,22,11,743,6,799,27-Dec-17
4357,999,32,10,1141,7,805,28-Dec-17
4358,663,32,12,979,1,795,29-Dec-17
4359,1318,21,17,543,2,806,30-Dec-17
4360,1275,19,19,559,3,801,31-Dec-17
4361,1213,20,19,602,4,810,01-Jan-18
4362,824,33,10,950,5,809,02-Jan-18
4363,1043,22,10,703,6,795,03-Jan-18
4364,1041,19,14,686,7,810,04-Jan-18
4365,1099,19,20,565,1,805,05-Jan-18
4366,699,25,24,954,2,806,06-Jan-18
4367,1248,23,17,549,3,801,07-Jan-18
4368,841,32,21,903,4,807,08-Jan-18
4369,503,32,15,919,5,809,09-Jan-18
4370,1102,23,18,709,6,807,10-Jan-18
4371,1409,22,22,664,7,810,11-Jan-18
4372,504,33,21,910,1,810,12-Jan-18
4373,1190,19,20,562,2,796,13-Jan-18
4374,1237,21,12,554,3,799,14-Jan-18
4375,1094,21,20,537,4,800,15-Jan-18
4376,1447,23,23,566,5,806,16-Jan-18
4377,1431,20,13,763,6,792,17-Jan-18
4378,810,31,19,1208,7,804,18-Jan-18
4379,761,27,20,883,1,808,19-Jan-18
4380,978,26,11,1011,2,794,20-Jan-18
4381,743,31,10,1014,3,805,21-Jan-18
4382,734,27,21,949,4,797,22-Jan-18
4383,1157,23,25,574,5,792,23-Jan-18
4384,753,31,22,1006,6,790,24-Jan-18
4385,869,29,25,1017,7,809,25-Jan-18
4386,996,25,13,988,1,802,26-Jan-18
4387,1258,23,22,484,2,796,27-Jan-18
4388,1107,20,13,565,3,804,28-Jan-18
4389,1223,22,19,537,4,810,29-Jan-18
4390,1031,19,22,516,5,798,30-Jan-18
4391,1180,23,25,704,6,810,31-Jan-18
4392,655,34,23,1051,7,803,01-Feb-18
4393,1204,23,18,534,1,808,02-Feb-18
4394,1037,22,19,565,2,808,03-Feb-18
4395,1017,23,20,496,3,794,04-Feb-18
4396,713,26,20,910,4,804,05-Feb-18
4397,1196,21,17,522,5,807,06-Feb-18
4398,1210,20,23,655,6,791,07-Feb-18
4399,754,31,19,1100,7,795,08-Feb-18
4400,798,32,15,972,1,806,09-Feb-18
4401,545,34,18,964,2,802,10-Feb-18
4402,776,30,16,960,3,802,11-Feb-18
4403,1019,22,21,539,4,804,12-Feb-18
4404,629,33,11,1008,5,795,13-Feb-18
4405,714,34,11,1078,6,796,14-Feb-18
4406,688,25,21,1028,7,806,15-Feb-18
4407,1349,19,12,559,1,800,16-Feb-18
4408,1424,22,15,568,2,805,17-Feb-18
4409,546,26,20,949,3,809,18-Feb-18
4410,931,25,17,918,4,806,19-Feb-18
4411,653,27,23,880,5,792,20-Feb-18
4412,1451,22,22,673,6,792,21-Feb-18
4413,1490,21,10,682,7,805,22-Feb-18
4414,758,30,24,938,1,802,23-Feb-18
4415,1345,19,25,484,2,805,24-Feb-18
4416,1243,22,21,536,3,799,25-Feb-18
4417,1036,21,15,583,4,802,26-Feb-18
4418,882,34,15,994,5,792,27-Feb-18
4419,952,29,22,1068,6,805,28-Feb-18
4420,1377,19,11,695,7,795,01-Mar-18
4421,1096,20,24,484,1,800,02-Mar-18
4422,628,32,19,957,2,790,03-Mar-18
4423,1112,23,25,548,3,806,04-Mar-18
4424,1346,21,14,553,4,805,05-Mar-18
4425,1011,23,24,483,5,794,06-Mar-18
4426,713,30,10,1148,6,791,07-Mar-18
4427,1438,19,12,694,7,797,08-Mar-18
4428,1087,21,14,529,1,809,09-Mar-18
4429,1405,21,23,516,2,799,10-Mar-18
4430,982,25,12,1006,3,806,11-Mar-18
4431,512,31,22,923,4,794,12-Mar-18
4432,1157,22,20,487,5,806,13-Mar-18
4433,874,34,20,1108,6,795,14-Mar-18
4434,1070,22,21,603,7,790,15-Mar-18
4435,972,31,18,965,1,797,16-Mar-18
4436,719,29,18,1009,2,798,17-Mar-18
4437,1165,22,23,524,3,793,18-Mar-18
4438,1370,21,19,562,4,810,19-Mar-18
4439,616,31,24,872,5,810,20-Mar-18
4440,1104,22,11,751,6,793,21-Mar-18
4441,503,31,19,921,1,790,22-Mar-18
4442,1445,21,16,608,2,790,23-Mar-18
4443,1001,19,23,506,3,797,24-Mar-18
4444,811,29,20,873,4,792,25-Mar-18
4445,1001,19,25,532,5,793,26-Mar-18
4446,644,28,19,1104,6,808,27-Mar-18
4447,1359,21,24,643,7,797,28-Mar-18
4448,1044,21,16,538,1,793,29-Mar-18
4449,869,32,13,954,2,792,30-Mar-18
4450,1229,21,13,607,3,791,31-Mar-18
4451,1125,23,12,537,4,803,01-Apr-18
4452,1494,21,10,591,5,800,02-Apr-18
4453,1426,22,24,742,6,805,03-Apr-18
4454,919,25,19,1130,7,803,04-Apr-18
4455,612,32,16,929,1,802,05-Apr-18
4456,967,32,10,924,2,799,06-Apr-18
4457,1309,21,14,584,3,810,07-Apr-18
4458,872,34,15,943,4,795,08-Apr-18
4459,773,30,11,973,5,793,09-Apr-18
4460,702,31,15,1173,6,794,10-Apr-18
4461,543,27,14,1149,7,800,11-Apr-18
4462,810,33,11,1008,1,794,12-Apr-18
4463,1462,20,20,504,2,805,13-Apr-18
4464,812,33,25,972,3,806,14-Apr-18
4465,1349,22,11,557,4,807,15-Apr-18
4466,1306,21,20,565,5,790,16-Apr-18
4467,652,32,14,1163,6,808,17-Apr-18
4468,1392,23,16,676,7,809,18-Apr-18
4469,1088,23,13,522,1,810,19-Apr-18
4470,1109,20,25,539,2,797,20-Apr-18
4471,1319,20,10,573,3,790,21-Apr-18
4472,1351,21,22,524,4,792,22-Apr-18
4473,1217,22,11,596,5,790,23-Apr-18
4474,1274,20,21,588,6,807,24-Apr-18
4475,1367,19,22,754,7,792,25-Apr-18
4476,1043,22,19,535,1,799,26-Apr-18
4477,1028,20,21,514,2,810,27-Apr-18
4478,524,25,24,888,3,800,28-Apr-18
4479,835,34,22,966,4,800,29-Apr-18
4480,906,30,12,932,5,795,30-Apr-18
4481,638,29,15,1119,6,808,01-May-18
4482,519,34,15,1074,7,793,02-May-18
4483,714,30,19,955,1,808,03-May-18
4484,509,25,21,915,2,808,04-May-18
4485,882,25,21,945,3,800,05-May-18
4486,1260,20,18,556,4,797,06-May-18
4487,1394,23,10,522,5,794,07-May-18
4488,795,28,23,1046,6,805,08-May-18
4489,1316,23,22,692,7,806,09-May-18
4490,940,31,24,887,1,794,10-May-18
4491,1457,21,13,585,2,804,11-May-18
4492,809,30,24,897,3,793,12-May-18
4493,1056,19,15,578,4,791,13-May-18
4494,619,33,15,973,5,803,14-May-18
4495,706,28,21,1043,6,790,15-May-18
4496,976,33,14,1103,7,799,16-May-18
4497,943,28,22,877,1,797,17-May-18
4498,897,28,17,921,2,807,18-May-18
4499,1494,20,25,557,3,803,19-May-18
4500,656,30,19,1014,4,791,20-May-18
4501,907,31,16,917,5,796,21-May-18
4502,1499,21,20,647,6,795,22-May-18
4503,1464,19,19,759,7,806,23-May-18
4504,1055,22,14,563,1,797,24-May-18
4505,580,33,22,888,2,808,25-May-18
4506,1360,23,24,506,3,791,26-May-18
4507,1139,20,18,612,4,791,27-May-18
4508,945,26,14,978,5,791,28-May-18
4509,1114,19,22,643,6,805,29-May-18
4510,988,31,25,1087,7,802,30-May-18
4511,507,26,19,991,1,809,31-May-18
4512,906,25,16,965,2,793,01-Jun-18
4513,1065,21,20,482,3,798,02-Jun-18
4514,971,27,20,965,4,791,03-Jun-18
4515,1250,21,22,569,5,792,04-Jun-18
4516,1398,20,13,709,6,807,05-Jun-18
4517,1499,20,16,671,7,792,06-Jun-18
4518,1462,20,14,603,1,792,07-Jun-18
4519,1104,22,19,513,2,808,08-Jun-18
4520,1495,21,11,538,3,795,09-Jun-18
4521,583,29,21,961,4,810,10-Jun-18
4522,1070,21,20,561,5,802,11-Jun-18
4523,1008,21,10,693,6,807,12-Jun-18
4524,784,29,20,1002,7,810,13-Jun-18
4525,693,34,11,938,1,797,14-Jun-18
4526,1124,20,15,520,2,798,15-Jun-18
4527,1161,21,13,528,3,809,16-Jun-18
4528,1039,21,25,544,4,804,17-Jun-18
4529,1008,22,23,507,5,809,18-Jun-18
4530,502,29,20,1048,6,806,19-Jun-18
4531,850,34,20,1055,7,808,20-Jun-18
4532,1424,23,22,564,1,803,21-Jun-18
4533,1376,20,18,551,2,790,22-Jun-18
4534,1475,21,14,618,3,797,23-Jun-18
4535,760,30,19,987,4,805,24-Jun-18
4536,504,29,17,1011,5,801,25-Jun-18
4537,678,27,15,1107,6,802,26-Jun-18
4538,1047,23,13,795,7,794,27-Jun-18
4539,788,28,18,939,1,793,28-Jun-18
4540,1442,21,12,545,2,792,29-Jun-18
4541,939,29,12,958,3,805,30-Jun-18
4542,878,30,17,988,4,807,01-Jul-18
4543,556,30,11,954,5,796,02-Jul-18
4544,1112,21,20,715,6,806,03-Jul-18
4545,1439,20,10,762,7,806,04-Jul-18
4546,1432,22,16,589,1,791,05-Jul-18
4547,1500,22,21,509,2,791,06-Jul-18
4548,1183,23,19,583,3,793,07-Jul-18
4549,796,30,13,925,4,799,08-Jul-18
4550,727,30,19,1012,5,794,09-Jul-18
4551,1129,23,20,645,6,796,10-Jul-18
4552,1202,19,15,694,7,796,11-Jul-18
4553,807,34,13,934,1,804,12-Jul-18
4554,1010,23,18,533,2,806,13-Jul-18
4555,870,29,23,884,3,796,14-Jul-18
4556,1153,23,17,589,4,795,15-Jul-18
4557,1034,20,16,542,5,796,16-Jul-18
4558,1312,22,18,724,6,805,17-Jul-18
4559,755,28,13,1127,7,792,18-Jul-18
4560,1263,23,10,615,1,803,19-Jul-18
4561,791,33,25,905,2,803,20-Jul-18
4562,1328,23,23,494,3,799,21-Jul-18
4563,1048,20,22,488,4,791,22-Jul-18
4564,1320,19,21,536,5,799,23-Jul-18
4565,1191,22,13,724,6,804,24-Jul-18
4566,869,25,20,1071,7,802,25-Jul-18
4567,1041,20,16,615,1,800,26-Jul-18
4568,984,34,16,960,2,800,27-Jul-18
4569,1231,22,18,556,3,800,28-Jul-18
4570,596,27,12,951,4,792,29-Jul-18
4571,584,30,13,969,5,794,30-Jul-18
4572,1264,22,15,703,6,808,31-Jul-18
4573,1457,20,15,664,7,805,01-Aug-18
4574,1431,20,13,527,1,807,02-Aug-18
4575,537,32,12,987,2,794,03-Aug-18
4576,1401,23,25,510,3,792,04-Aug-18
4577,1335,21,10,534,4,801,05-Aug-18
4578,789,31,25,919,5,791,06-Aug-18
4579,1412,21,13,703,6,791,07-Aug-18
4580,1265,19,25,606,7,792,08-Aug-18
4581,1315,23,13,565,1,808,09-Aug-18
4582,977,28,22,957,2,809,10-Aug-18
4583,1429,19,13,611,3,810,11-Aug-18
4584,880,30,23,949,4,795,12-Aug-18
4585,865,29,17,991,5,802,13-Aug-18
4586,1172,21,10,713,6,803,14-Aug-18
4587,1127,23,21,604,7,790,15-Aug-18
4588,1461,20,24,548,1,802,16-Aug-18
4589,824,30,22,892,2,790,17-Aug-18
4590,1457,23,15,574,3,794,18-Aug-18
4591,1479,20,21,564,4,796,19-Aug-18
4592,1005,23,15,556,5,796,20-Aug-18
4593,675,27,25,1130,6,809,21-Aug-18
4594,1420,23,20,691,7,792,22-Aug-18
4595,863,26,13,994,1,798,23-Aug-18
4596,565,25,17,969,2,792,24-Aug-18
4597,839,34,24,929,3,801,25-Aug-18
4598,1334,19,16,576,4,801,26-Aug-18
4599,1374,21,25,560,5,790,27-Aug-18
4600,1052,19,24,681,6,790,28-Aug-18
4601,619,33,21,1103,7,798,29-Aug-18
4602,593,30,12,949,1,801,30-Aug-18
4603,1379,19,20,501,2,802,31-Aug-18
4604,805,32,22,896,3,807,01-Sep-18
4605,968,29,18,950,4,805,02-Sep-18
4606,1340,21,21,557,5,800,03-Sep-18
4607,1063,23,15,735,6,792,04-Sep-18
4608,1209,19,10,746,7,798,05-Sep-18
4609,1073,20,17,517,2,809,06-Sep-18
4610,1025,19,19,579,3,800,07-Sep-18
4611,726,29,11,963,4,793,08-Sep-18
4612,1287,22,11,580,5,802,09-Sep-18
4613,1267,20,19,632,6,807,10-Sep-18
4614,1173,22,22,723,7,808,11-Sep-18
4615,1257,20,20,512,1,810,12-Sep-18
4616,511,31,12,971,2,807,13-Sep-18
4617,1181,20,14,592,3,804,14-Sep-18
4618,1108,21,12,613,4,795,15-Sep-18
4619,1252,22,12,550,5,805,16-Sep-18
4620,521,26,18,1069,6,799,17-Sep-18
4621,689,28,17,1179,7,810,18-Sep-18
4622,1089,19,18,559,1,807,19-Sep-18
4623,811,32,18,1003,2,797,20-Sep-18
4624,1175,22,17,542,3,804,21-Sep-18
4625,678,33,16,984,4,792,22-Sep-18
4626,1306,21,22,487,5,805,23-Sep-18
4627,1483,22,14,746,6,807,24-Sep-18
4628,806,32,13,1160,7,794,25-Sep-18
4629,698,33,16,963,1,807,26-Sep-18
4630,1368,21,22,486,2,801,27-Sep-18
4631,1029,21,24,475,3,795,28-Sep-18
4632,1376,20,25,554,4,803,29-Sep-18
4633,1154,21,24,502,5,796,30-Sep-18
4634,639,27,24,1118,6,804,01-Oct-18
4635,576,27,14,1168,7,808,02-Oct-18
4636,1235,20,17,533,1,797,03-Oct-18
4637,640,34,19,1018,2,805,04-Oct-18
4638,1304,20,24,536,3,791,05-Oct-18
4639,1415,19,24,540,4,805,06-Oct-18
4640,622,27,13,1001,5,807,07-Oct-18
4641,559,28,17,1135,6,797,08-Oct-18
4642,552,33,15,1040,7,795,09-Oct-18
4643,1130,21,18,602,1,809,10-Oct-18
4644,640,27,25,930,2,796,11-Oct-18
4645,1068,22,12,599,3,808,12-Oct-18
4646,586,27,14,1001,4,793,13-Oct-18
4647,772,33,13,1001,5,805,14-Oct-18
4648,1028,19,18,625,6,809,15-Oct-18
4649,580,27,13,1159,7,791,16-Oct-18
4650,1367,19,18,607,1,794,17-Oct-18
4651,566,31,20,904,2,797,18-Oct-18
4652,1309,23,15,541,3,804,19-Oct-18
4653,1458,19,15,595,4,809,20-Oct-18
4654,798,27,25,879,5,808,21-Oct-18
4655,1351,20,17,703,6,799,22-Oct-18
4656,1466,19,10,652,7,790,23-Oct-18
4657,1012,22,25,558,1,802,24-Oct-18
4658,669,27,16,927,2,807,25-Oct-18
4659,1476,19,22,495,3,802,26-Oct-18
4660,1470,19,18,618,4,805,27-Oct-18
4661,1411,23,18,583,5,805,28-Oct-18
4662,1224,22,10,712,6,809,29-Oct-18
4663,1483,20,23,757,7,796,30-Oct-18
4664,957,30,11,968,1,796,31-Oct-18
4665,1137,21,12,579,2,802,01-Nov-18
4666,1063,22,20,483,3,793,02-Nov-18
4667,1129,23,10,563,4,794,03-Nov-18
4668,701,28,22,885,5,796,04-Nov-18
4669,1195,21,25,681,6,798,05-Nov-18
4670,775,25,14,1113,7,794,06-Nov-18
4671,1162,19,23,545,1,798,07-Nov-18
4672,814,26,11,998,2,806,08-Nov-18
4673,518,26,17,923,3,807,09-Nov-18
4674,1483,20,19,613,4,790,10-Nov-18
4675,696,29,24,892,5,803,11-Nov-18
4676,637,25,11,1113,6,810,12-Nov-18
4677,758,31,23,1034,7,802,13-Nov-18
4678,937,32,22,964,1,792,14-Nov-18
4679,613,27,11,913,2,809,15-Nov-18
4680,1042,19,23,529,3,802,16-Nov-18
4681,1148,19,13,550,4,803,17-Nov-18
4682,841,32,14,941,5,802,18-Nov-18
4683,1358,22,22,737,6,793,19-Nov-18
4684,1036,22,13,722,7,798,20-Nov-18
4685,624,25,25,963,1,791,21-Nov-18
4686,1249,19,13,559,2,809,22-Nov-18
4687,658,33,18,916,3,803,23-Nov-18
4688,659,28,25,914,4,794,24-Nov-18
4689,1090,22,22,529,5,808,25-Nov-18
4690,1271,23,24,715,6,810,26-Nov-18
4691,1051,23,13,745,7,802,27-Nov-18
4692,573,25,21,928,1,790,28-Nov-18
4693,977,31,21,882,2,800,29-Nov-18
4694,1198,22,20,564,3,797,30-Nov-18
4695,1315,22,10,546,4,794,01-Dec-18
4696,775,26,25,938,5,797,02-Dec-18
4697,551,27,23,1159,6,805,03-Dec-18
4698,785,27,24,1054,7,795,04-Dec-18
4699,701,28,20,914,1,800,05-Dec-18
4700,536,28,20,936,2,810,06-Dec-18
4701,801,31,12,973,3,808,07-Dec-18
4702,1163,19,18,544,4,808,08-Dec-18
4703,1225,22,12,563,5,799,09-Dec-18
4704,598,31,10,1150,6,804,10-Dec-18
4705,810,30,20,1167,7,804,11-Dec-18
4706,1126,20,12,530,1,793,12-Dec-18
4707,504,26,17,931,2,797,13-Dec-18
4708,1238,23,11,603,3,801,14-Dec-18
4709,1168,19,24,529,4,807,15-Dec-18
4710,1294,23,10,611,5,809,16-Dec-18
4711,1227,20,16,784,6,805,17-Dec-18
4712,970,25,23,1091,7,799,18-Dec-18
4713,800,29,11,964,1,801,19-Dec-18
4714,1452,23,11,525,2,806,20-Dec-18
4715,630,34,18,968,3,810,21-Dec-18
4716,665,27,23,906,4,802,22-Dec-18
4717,1008,23,23,546,5,800,23-Dec-18
4718,1062,20,20,668,6,800,24-Dec-18
4719,1484,19,12,701,7,808,25-Dec-18
